2025-07-11,한화 이글스,SSG 랜더스,대전 한화 생명 볼 파크,18:30
2025-07-12,LG 트윈스,한화 이글스,잠실 야구장,14:00
2025-07-12,두산 베어스,롯데 자이언츠,잠실 야구장,14:00
2025-07-12,기아 타이거즈,키움 히어로즈,광주 기아 챔피언스 필드,14:00
2025-07-12,삼성 라이온즈,NC 다이노스,대구 삼성 라이온즈 파크,14:00
2025-07-12,한화 이글스,SSG 랜더스,대전 한화 생명 볼 파크,14:00
2025-07-13,LG 트윈스,한화 이글스,잠실 야구장,17:00
2025-07-13,두산 베어스,롯데 자이언츠,잠실 야구장,17:00
2025-07-13,기아 타이거즈,키움 히어로즈,광주 기아 챔피언스 필드,17:00
2025-07-13,삼성 라이온즈,NC 다이노스,대구 삼성 라이온즈 파크,17:00
2025-07-13,한화 이글스,SSG 랜더스,대전 한화 생명 볼 파크,17:00
2025-07-15,롯데 자이언츠,KT 위즈,사직 야구장,18:30
2025-07-15,키움 히어로즈,LG 트윈스,고척 스카이 돔,18:30
2025-07-15,NC 다이노스,두산 베어스,창원 NC 베이스볼 파크,18:30
2025-07-15,SSG 랜더스,기아 타이거즈,인천 SSG 랜더스 필드,18:30
2025-07-15,KT 위즈,삼성 라이온즈,수원 KT 위즈 파크,18:30
2025-07-16,롯데 자이언츠,KT 위즈,사직 야구장,18:30
2025-07-16,키움 히어로즈,LG 트윈스,고척 스카이 돔,18:30
2025-07-16,NC 다이노스,두산 베어스,창원 NC 베이스볼 파크,18:30
2025-07-16,SSG 랜더스,기아 타이거즈,인천 SSG 랜더스 필드,18:30
2025-07-16,KT 위즈,삼성 라이온즈,수원 KT 위즈 파크,18:30
2025-07-17,롯데 자이언츠,KT 위즈,사직 야구장,18:30
2025-07-17,키움 히어로즈,LG 트윈스,고척 스카이 돔,18:30
2025-07-17,NC 다이노스,두산 베어스,창원 NC 베이스볼 파크,18:30
2025-07-17,SSG 랜더스,기아 타이거즈,인천 SSG 랜더스 필드,18:30
2025-07-17,KT 위즈,삼성 라이온즈,수원 KT 위즈 파크,18:30
2025-07-18,LG 트윈스,한화 이글스,잠실 야구장,18:30
2025-07-18,두산 베어스,롯데 자이언츠,잠실 야구장,18:30
2025-07-18,기아 타이거즈,키움 히어로즈,광주 기아 챔피언스 필드,18:30
2025-07-18,삼성 라이온즈,NC 다이노스,대구 삼성 라이온즈 파크,18:30
